ID,Title,Topic,Difficulty,Source,Last Updated,Problem Description,Examples,Approaches Count,Code Solutions,Full Content,Is Processed
77,Longest Common Subsequence (LCS),Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given two strings,s1ands2, the task is to find the length of the Longest Common Subsequence. If there is nocommon subsequence, return0. Asubsequenceis a string generated from the original string by deleting 0 or more characters, without changing the relative order of the remaining characters.","Input:s1 = ""ABC"", s2 = ""ACD""Output:2Explanation:The longest subsequence which is present in both strings is ""AC"".Input:s1 = ""AGGTAB"", s2 = ""GXTXAYB""Output:4Explanation:The longest common subsequence is ""GTAB"".Input:s1 = ""ABC"", s2 = ""CBA""Output:1Explanation:There are three longest common subsequences of length 1, ""A"", ""B"" and ""C"".",36,"// A Naive recursive implementation of LCS problem#include<bits/stdc++.h>usingnamespacestd;// Returns length of LCS for s1[0..m-1], s2[0..n-1]intlcsRec(string&s1,string&s2,intm,intn){// Base case: If ","Given two strings,s1ands2, the task is to find the length of the Longest Common Subsequence. If there is nocommon subsequence, return0. Asubsequenceis a string generated from the original string by deleting 0 or more characters, without changing the relative order of the remaining characters.  For example, subsequences of ""ABC"" are """", ""A"", ""B"", ""C"", ""AB"", ""AC"", ""BC"" and ""ABC"".  In general, a string of lengthnhas2nsubsequences.  Input:s1 = ""ABC"", s2 = ""ACD""Output:2Explanation:The longest subsequence which is present in both strings is ""AC"".Input:s1 = ""AGGTAB"", s2 = ""GXTXAYB""Output:4Explanation:The longest common subsequence is ""GTAB"".Input:s1 = ""ABC"", s2 = ""CBA""Output:1Explanation:There are three longest common subsequences of length 1, ""A"", ""B"" and ""C"".  Input:s1 = ""ABC"", s2 = ""ACD""Output:2Explanation:The longest subsequence which is present in both strings is ""AC"".  Input:s1 = ""AGGTAB"", s2 = ""GXTXAYB""Output:4Explanation:The longest common subsequence is ""GTAB"".  Input:s1 = ""ABC"", s2 ",False
78,Word Break,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given a stringsand y a dictionary ofnwordsdictionary, check ifscan be segmented into a sequence of valid words from the dictionary, separated by spaces.","Input:s= ""ilike"", dictionary[] = [""i"", ""like"", ""gfg""]Output:trueExplanation:The string can be segmented as ""i like"".Input:  s= ""ilikegfg"", dictionary[] = [""i"", ""like"", ""man"", ""india"", ""gfg""]Output: trueExplanation:The string can be segmented as ""i like gfg"".Input:""ilikemangoes"", dictionary = [""i"", ""like"", ""gfg""]Output:falseExplanation:The string cannot be segmented.",28,"// C++ program to implement word break.#include<bits/stdc++.h>usingnamespacestd;// Function to check if the given string can be broken// down into words from the word listboolwordBreakRec(inti,string&","Given a stringsand y a dictionary ofnwordsdictionary, check ifscan be segmented into a sequence of valid words from the dictionary, separated by spaces.  Input:s= ""ilike"", dictionary[] = [""i"", ""like"", ""gfg""]Output:trueExplanation:The string can be segmented as ""i like"".Input:  s= ""ilikegfg"", dictionary[] = [""i"", ""like"", ""man"", ""india"", ""gfg""]Output: trueExplanation:The string can be segmented as ""i like gfg"".Input:""ilikemangoes"", dictionary = [""i"", ""like"", ""gfg""]Output:falseExplanation:The string cannot be segmented.  Input:s= ""ilike"", dictionary[] = [""i"", ""like"", ""gfg""]Output:trueExplanation:The string can be segmented as ""i like"".  Input:  s= ""ilikegfg"", dictionary[] = [""i"", ""like"", ""man"", ""india"", ""gfg""]Output: trueExplanation:The string can be segmented as ""i like gfg"".  Input:""ilikemangoes"", dictionary = [""i"", ""like"", ""gfg""]Output:falseExplanation:The string cannot be segmented.  Table of Content  [Naive Approach] Using Recursion - O(2^n) Time and O(n) Space  [Expected Approach - ",False
79,Dice Throw,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given n dices each with m faces, numbered from1 to m, the task is to find thenumber of waysto get sumx. x is thesummationof values oneach facewhen all the dice are thrown.","Input:m =6, n =3, x = 12Output:25Explanation:There are 25 total ways to get the Sum 12 using 3 dices with faces from 1 to 6.Input:m =2, n =3, x = 6Output:1Explanation:There is only 1 way to get the Sum 6 using 3 dices with faces from 1 to 2. All the dices will have to land on 2.",40,"// C++ program to implement// dice throw problem using recursion#include<bits/stdc++.h>usingnamespacestd;intnoOfWays(intm,intn,intx){// Base case: Valid combinationif(n==0&&x==0)return1;// Base case: ","Given n dices each with m faces, numbered from1 to m, the task is to find thenumber of waysto get sumx. x is thesummationof values oneach facewhen all the dice are thrown.  Input:m =6, n =3, x = 12Output:25Explanation:There are 25 total ways to get the Sum 12 using 3 dices with faces from 1 to 6.Input:m =2, n =3, x = 6Output:1Explanation:There is only 1 way to get the Sum 6 using 3 dices with faces from 1 to 2. All the dices will have to land on 2.  Input:m =6, n =3, x = 12Output:25Explanation:There are 25 total ways to get the Sum 12 using 3 dices with faces from 1 to 6.  Input:m =2, n =3, x = 6Output:1Explanation:There is only 1 way to get the Sum 6 using 3 dices with faces from 1 to 2. All the dices will have to land on 2.  Table of Content  Using Recursion - O(m^n) Time and O(m) Space  Using Top-Down DP (Memoization) - O(n*x*m) Time and O(n*x) Space  Using Bottom-Up DP (Tabulation) - O(n*x*m) Time and O(n*x) Space  Using Space Optimized DP - O(n*x*m) Time and O(x) Space  Using Recu",False
80,Egg Dropping Puzzle | DP-11,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"03 Nov, 2025",You are givennidentical eggs and you have access to ak-floored building from1tok.,"Input:n = 2, k = 36Output:8Explanation:In all the situations, 8 maximum moves are required to find the maximum floor. Following is the strategy to do so:Drop fromfloor 8→ If breaks, check 1-7 sequentially.Drop fromfloor 15→ If breaks, check 9-14.Drop fromfloor 21→ If breaks, check 16-20.Drop fromfloor 26→ If breaks, check 22-25.Drop fromfloor 30→ If breaks, check 27-29.Drop fromfloor 33→ If breaks, check 31-32.Drop fromfloor 35→ If breaks, check 34.Drop fromfloor 36→ Final check.Input:n = 1, k =",40,"#include<bits/stdc++.h>usingnamespacestd;// Function to find minimum number of attempts// needed in order to find the critical floorinteggDrop(intn,intk){// if there is less than or equal to one floor","You are givennidentical eggs and you have access to ak-floored building from1tok.  There exists a floorfwhere0<=f<=ksuch that any egg dropped from a floor higher thanfwill break, and any egg droppedfrom or belowfloor fwillnot break. There are a few rules given below:  An egg that survives a fall can be used again.  A broken egg must be discarded.  The effect of a fall is the same for all eggs.  If the egg doesn't break at a certain floor, it will not break at any floor below.  If the egg breaks on a certain floor, it will break on any floor above.  Your task is to find the minimum number of moves you need to determine the value offwith certainty.  Input:n = 2, k = 36Output:8Explanation:In all the situations, 8 maximum moves are required to find the maximum floor. Following is the strategy to do so:Drop fromfloor 8→ If breaks, check 1-7 sequentially.Drop fromfloor 15→ If breaks, check 9-14.Drop fromfloor 21→ If breaks, check 16-20.Drop fromfloor 26→ If breaks, check 22-25.Drop fromfloor",False
81,Matrix Chain Multiplication,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given the dimension of a sequence of matrices in an arrayarr[], where the dimension of theithmatrix is(arr[i-1] * arr[i]), the task is to find the most efficient way tomultiply these matricestogether such that the total number of element multiplications isminimum. When two matrices of sizem*nandn*pwhen multiplied, they generate a matrix of sizem*pand the number of multiplications performed ism*n*p.","Input:arr[] = [2, 1, 3, 4]Output:20Explanation:There are 3 matrices of dimensions 2x1, 1x3, and 3x4,Let the input 3 matrices be M1, M2, and M3. There are two ways to multiply ((M1x M2) x M3) and (M1x (M2x M3)),Please note that the result of M1x M2is a 2 x 3 matrix and result of (M2x M3) is a 1 x 4 matrix.((M1x M2) x M3)  requires (2 x 1 x 3)  +  (2 x 3 x 4) = 30(M1x (M2x M3))  requires (1 x 3 x 4) +  (2 x 1 x 4) = 20The minimum of these two is 20.Input:arr[] = [1, 2, 3, 4, 3]Output:30Explanation",30,"// C++ code to implement the// matrix chain multiplication using recursion#include<bits/stdc++.h>usingnamespacestd;// Matrix Ai has dimension arr[i-1] x arr[i]intminMultRec(vector<int>&arr,inti,intj){","Given the dimension of a sequence of matrices in an arrayarr[], where the dimension of theithmatrix is(arr[i-1] * arr[i]), the task is to find the most efficient way tomultiply these matricestogether such that the total number of element multiplications isminimum. When two matrices of sizem*nandn*pwhen multiplied, they generate a matrix of sizem*pand the number of multiplications performed ism*n*p.  Input:arr[] = [2, 1, 3, 4]Output:20Explanation:There are 3 matrices of dimensions 2x1, 1x3, and 3x4,Let the input 3 matrices be M1, M2, and M3. There are two ways to multiply ((M1x M2) x M3) and (M1x (M2x M3)),Please note that the result of M1x M2is a 2 x 3 matrix and result of (M2x M3) is a 1 x 4 matrix.((M1x M2) x M3)  requires (2 x 1 x 3)  +  (2 x 3 x 4) = 30(M1x (M2x M3))  requires (1 x 3 x 4) +  (2 x 1 x 4) = 20The minimum of these two is 20.Input:arr[] = [1, 2, 3, 4, 3]Output:30Explanation:There are 4 matrices of dimensions 1×2, 2×3, 3×4, 4×3. Let the input 4 matrices be M1, M2, M3and",False
82,Target Sum Combinations,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"03 Oct, 2025","Given an arrayarr[]of distinct integers and an integertarget, find all unique combinations of array where the sum of chosen element is equal to target. The same element may be chosen any number of times to make target.","Input:arr[]= [1, 2, 3], target = 5Output:[[1, 1, 1, 1, 1], [1, 1, 1, 2], [1, 1, 3], [1, 2, 2], [2, 3]]Explanation:All the combination have sum of elements equals to target.Input:arr[] = [2, 4], target = 1Output:[]Explanation:No combination exits whose sum is equals to target",11,"#include<iostream>#include<vector>#include<algorithm>usingnamespacestd;// Function to generate all combinations// of arr that sums to targetvoidmakeCombination(vector<int>&arr,intremSum,vector<int>&cu","Given an arrayarr[]of distinct integers and an integertarget, find all unique combinations of array where the sum of chosen element is equal to target. The same element may be chosen any number of times to make target.  Input:arr[]= [1, 2, 3], target = 5Output:[[1, 1, 1, 1, 1], [1, 1, 1, 2], [1, 1, 3], [1, 2, 2], [2, 3]]Explanation:All the combination have sum of elements equals to target.Input:arr[] = [2, 4], target = 1Output:[]Explanation:No combination exits whose sum is equals to target  Input:arr[]= [1, 2, 3], target = 5Output:[[1, 1, 1, 1, 1], [1, 1, 1, 2], [1, 1, 3], [1, 2, 2], [2, 3]]Explanation:All the combination have sum of elements equals to target.  Input:arr[] = [2, 4], target = 1Output:[]Explanation:No combination exits whose sum is equals to target  [Approach] Using Recursion and Backtracking  The idea is to explore all possible combinations of numbers that add up to the target. For each element, we reduce the target by its value and continue the process recursively. If",False
83,Subset Sum Problem,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given an arrayarr[]of non-negative integers and a valuesum, the task is to check if there is asubsetof the given array whose sum is equal to the givensum.","Input:arr[] = [3, 34, 4, 12, 5, 2], sum = 9Output:TrueExplanation:There is a subset (4, 5) with sum 9.Input:arr[] = [3, 34, 4, 12, 5, 2], sum = 30Output:FalseExplanation:There is no subset that add up to 30.",42,//C++ implementation for subset sum// problem using recursion#include<bits/stdc++.h>usingnamespacestd;// Function to check if there is a subset// with the given sum using recursionboolisSubsetSumRec(v,"Given an arrayarr[]of non-negative integers and a valuesum, the task is to check if there is asubsetof the given array whose sum is equal to the givensum.  Input:arr[] = [3, 34, 4, 12, 5, 2], sum = 9Output:TrueExplanation:There is a subset (4, 5) with sum 9.Input:arr[] = [3, 34, 4, 12, 5, 2], sum = 30Output:FalseExplanation:There is no subset that add up to 30.  Input:arr[] = [3, 34, 4, 12, 5, 2], sum = 9Output:TrueExplanation:There is a subset (4, 5) with sum 9.  Input:arr[] = [3, 34, 4, 12, 5, 2], sum = 30Output:FalseExplanation:There is no subset that add up to 30.  Table of Content  [Naive Approach] Using Recursion – O(2^n) Time and O(n) Space  [Better Approach 1] Using Top-Down DP (Memoization) - O(sum*n) Time and O(sum*n) Space  [Better Approach 2] Using Bottom-Up DP (Tabulation) - O(sum*n) Time and O(sum*n) Space  [Expected Approach] Using Space Optimized DP – O(sum*n) Time and O(sum) Space  [Naive Approach] Using Recursion – O(2^n) Time and O(n) Space  For the recursive approac",False
84,House Robber - Maximum possible stolen value,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"01 Oct, 2024","There arenhouses built in a line, each of which contains some money in it. A robber wants to steal money from these houses, but he can’t steal fromtwo adjacenthouses. The task is to find themaximumamount of money which can be stolen.","Input: hval[] = {6, 7, 1, 3, 8, 2, 4}Output: 19Explanation: The thief will steal from house 1, 3, 5 and 7, total money = 6 + 1 + 8 + 4 = 19.Input: hval[] = {5, 3, 4, 11, 2}Output: 16Explanation:Thief will steal from house 1 and 4, total money = 5 + 11 = 16.",48,"// C++ Program to solve House Robber Problem using Recursion#include<iostream>#include<vector>usingnamespacestd;// Calculate the maximum stolen value recursivelyintmaxLootRec(vector<int>&hval,intn){//","There arenhouses built in a line, each of which contains some money in it. A robber wants to steal money from these houses, but he can’t steal fromtwo adjacenthouses. The task is to find themaximumamount of money which can be stolen.  Input: hval[] = {6, 7, 1, 3, 8, 2, 4}Output: 19Explanation: The thief will steal from house 1, 3, 5 and 7, total money = 6 + 1 + 8 + 4 = 19.Input: hval[] = {5, 3, 4, 11, 2}Output: 16Explanation:Thief will steal from house 1 and 4, total money = 5 + 11 = 16.  Input: hval[] = {6, 7, 1, 3, 8, 2, 4}Output: 19Explanation: The thief will steal from house 1, 3, 5 and 7, total money = 6 + 1 + 8 + 4 = 19.Input: hval[] = {5, 3, 4, 11, 2}Output: 16Explanation:Thief will steal from house 1 and 4, total money = 5 + 11 = 16.  Given an array, the solution is to find themaximum sum subsequence where no two selected elements are adjacent.  Table of Content  [Naive Approach] Using Recursion- O(2 ^ n) Time and O(n) Space  [Better Approach] Using Memoization - O(n) Time and ",False
85,Count Possible Decodings of a given Digit Sequence,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"22 Mar, 2025","Let1 maps to 'A', 2 maps to 'B', ..., 26 to 'Z'.Given adigit sequence,countthe number of possibledecodingsof the given digit sequence.","Input:digits = ""121""Output:3Explanation:The possible decodings are ""ABA"", ""AU"", ""LA""Input:digits = ""1234""Output:3Explanation:The possible decodings are ""ABCD"", ""LCD"", ""AWD""",40,// C++ program to count decoding ways of a digit string// using recursion.#include<bits/stdc++.h>usingnamespacestd;// Helper function to recursively calculate decoding ways.intdecodeHelper(string&digi,"Let1 maps to 'A', 2 maps to 'B', ..., 26 to 'Z'.Given adigit sequence,countthe number of possibledecodingsof the given digit sequence.  Consider the input string""123"". There are three valid ways to decode it:  ""ABC"": The grouping is (1, 2, 3) →'A', 'B', 'C'  ""AW"": The grouping is (1, 23) →'A', 'W'  ""LC"": The grouping is (12, 3) →'L', 'C'  Note:Groupings that containinvalid codes(e.g., ""0"" by itself or numbers greater than ""26"") are not allowed.For instance, the string""230""isinvalidbecause""0""cannot stand alone, and""30"" is greater than ""26"",so it cannot represent any letter. The task is to find thetotal number of valid waysto decode a given string.  Input:digits = ""121""Output:3Explanation:The possible decodings are ""ABA"", ""AU"", ""LA""Input:digits = ""1234""Output:3Explanation:The possible decodings are ""ABCD"", ""LCD"", ""AWD""  Input:digits = ""121""Output:3Explanation:The possible decodings are ""ABA"", ""AU"", ""LA""  Input:digits = ""1234""Output:3Explanation:The possible decodings are ""ABCD"", ""LCD"", """,False
86,Unique paths in a Grid with Obstacles,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 May, 2025","Given a matrixmat[][]of sizen * m, where mat[i][j] = 1 indicates an obstacle and mat[i][j] = 0 indicates an empty space. The task is to find the number of unique paths to reach (n-1, m-1) starting from (0, 0). You are allowed to move in the right or downward direction.","Input: grid[][] =[[0, 0, 0],[0, 1, 0],[0, 0, 0]]Output:2Explanation:There aretwo waysto reach the bottom-right corner:Right -> Right -> Down -> DownDown -> Down -> Right -> RightInput: grid[][] =[[0, 1],[0, 0]]Output:1Explanation:There is onlyone wayto reach the bottom-right corner:Down -> Right",40,"// C++ code to find number of unique paths// using Recursion#include<bits/stdc++.h>usingnamespacestd;// Helper function to find unique paths recursivelyintuniquePathsRecur(inti,intj,vector<vector<int>","Given a matrixmat[][]of sizen * m, where mat[i][j] = 1 indicates an obstacle and mat[i][j] = 0 indicates an empty space. The task is to find the number of unique paths to reach (n-1, m-1) starting from (0, 0). You are allowed to move in the right or downward direction.  Note:In the grid, cells marked with1represent obstacles, and0represent free space. Movement is restricted to onlyright (i, j+1)ordown (i+1, j)from the current cell (i, j).  Input: grid[][] =[[0, 0, 0],[0, 1, 0],[0, 0, 0]]Output:2Explanation:There aretwo waysto reach the bottom-right corner:Right -> Right -> Down -> DownDown -> Down -> Right -> RightInput: grid[][] =[[0, 1],[0, 0]]Output:1Explanation:There is onlyone wayto reach the bottom-right corner:Down -> Right  Input: grid[][] =[[0, 0, 0],[0, 1, 0],[0, 0, 0]]Output:2Explanation:There aretwo waysto reach the bottom-right corner:  Right -> Right -> Down -> Down  Down -> Down -> Right -> Right  Input: grid[][] =[[0, 1],[0, 0]]  Output:1Explanation:There is onlyone way",False
87,Unknown,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,,Error: Article not found,,0,,,False
88,Rod Cutting,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025",Given a rod of lengthn inchesand an arrayprice[].price[i] denotes the value of apieceof length i. The task is to determine themaximumvalue obtainable bycutting up the rodand selling the pieces.,"Input:price[] =  [1, 5, 8, 9, 10, 17, 17, 20]Output:22Explanation:  The maximum obtainable value is 22 by cutting in two pieces of lengths 2 and 6, i.e., 5 + 17 = 22.Input :price[] =  [3, 5, 8, 9, 10, 17, 17, 20]Output: 24Explanation :The maximum obtainable value is 24 by cutting the rod into 8 pieces of length 1, i.e, 8*price[1]= 8*3 = 24.Input :price[] =  [3]Output: 3Explanation:There is only 1 way to pick a piece of length 1.",40,"// C++ program to find maximum// profit from rod of size n#include<bits/stdc++.h>usingnamespacestd;intcutRodRecur(inti,vector<int>&price){// Base caseif(i==0)return0;intans=0;// Find maximum value for","Given a rod of lengthn inchesand an arrayprice[].price[i] denotes the value of apieceof length i. The task is to determine themaximumvalue obtainable bycutting up the rodand selling the pieces.  Note:price[] is1-indexedarray.  Input:price[] =  [1, 5, 8, 9, 10, 17, 17, 20]Output:22Explanation:  The maximum obtainable value is 22 by cutting in two pieces of lengths 2 and 6, i.e., 5 + 17 = 22.Input :price[] =  [3, 5, 8, 9, 10, 17, 17, 20]Output: 24Explanation :The maximum obtainable value is 24 by cutting the rod into 8 pieces of length 1, i.e, 8*price[1]= 8*3 = 24.Input :price[] =  [3]Output: 3Explanation:There is only 1 way to pick a piece of length 1.  Input:price[] =  [1, 5, 8, 9, 10, 17, 17, 20]Output:22Explanation:  The maximum obtainable value is 22 by cutting in two pieces of lengths 2 and 6, i.e., 5 + 17 = 22.  Input :price[] =  [3, 5, 8, 9, 10, 17, 17, 20]Output: 24Explanation :The maximum obtainable value is 24 by cutting the rod into 8 pieces of length 1, i.e, 8*price[1]= 8*3 ",False
89,Maximum Product Cutting | DP-36,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given a rope of length n meters, cut the rope in different parts of integer lengths in a way that maximizes product of lengths of all parts. You must make at least one cut. Assume that the length of rope is more than 2 meters.",,50,Input: n = 2Output: 1 (Maximum obtainable product is 1*1)Input: n = 3Output: 2 (Maximum obtainable product is 1*2)Input: n = 4Output: 4 (Maximum obtainable product is 2*2)Input: n = 5Output: 6 (Maximu,"Given a rope of length n meters, cut the rope in different parts of integer lengths in a way that maximizes product of lengths of all parts. You must make at least one cut. Assume that the length of rope is more than 2 meters.  1) Optimal Substructure:  This problem is similar toRod Cutting Problem.We can get the maximum product by making a cut at different positions and comparing the values obtained after a cut. We can recursively call the same function for a piece obtained after a cut.Let maxProd(n) be the maximum product for a rope of length n. maxProd(n) can be written as following.maxProd(n) = max(i*(n-i), maxProdRec(n-i)*i) for all i in {1, 2, 3 .. n}  2) Overlapping Subproblems:  Following is simple recursive implementation of the problem. The implementation simply follows the recursive structure mentioned above.  Time complexity: O(n^2)  The time complexity of the maxProd function is O(n^2), because it contains a loop that iterates n-1 times, and inside the loop it calls itself",False
90,Count number of ways to cover a distance,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Jul, 2025","Given a distance 'dist', count total number of ways to cover the distance with 1, 2 and 3 steps.",Input:n = 3Output:4Explanation:Below are the four ways=> 1 step + 1 step + 1 step=> 1 step + 2 step=> 2 step + 1 step=> 3 stepInput:n = 4Output:7Explanation:Below are the four ways=> 1 step + 1 step + 1 step + 1 step=> 1 step + 2 step + 1 step=>  2 step + 1 step + 1 step=>  1 step + 1 step + 2 step=>  2 step + 2 step=>  3 step + 1 step=>  1 step + 3 step,40,"// A naive recursive C++ program to count number of ways to// cover a distance with 1, 2 and 3 steps#include<iostream>usingnamespacestd;// Returns count of ways to cover 'dist'intprintCountRec(intdist","Given a distance 'dist', count total number of ways to cover the distance with 1, 2 and 3 steps.  Input:n = 3Output:4Explanation:Below are the four ways=> 1 step + 1 step + 1 step=> 1 step + 2 step=> 2 step + 1 step=> 3 stepInput:n = 4Output:7Explanation:Below are the four ways=> 1 step + 1 step + 1 step + 1 step=> 1 step + 2 step + 1 step=>  2 step + 1 step + 1 step=>  1 step + 1 step + 2 step=>  2 step + 2 step=>  3 step + 1 step=>  1 step + 3 step  Input:n = 3Output:4Explanation:Below are the four ways=> 1 step + 1 step + 1 step=> 1 step + 2 step=> 2 step + 1 step=> 3 step  Input:n = 4Output:7Explanation:Below are the four ways=> 1 step + 1 step + 1 step + 1 step=> 1 step + 2 step + 1 step=>  2 step + 1 step + 1 step=>  1 step + 1 step + 2 step=>  2 step + 2 step=>  3 step + 1 step=>  1 step + 3 step  Count number of ways to cover a distance usingRecursion:  There are n stairs, and a person is allowed to next step, skip one position or skip two positions. So there are n positions. T",False
91,Connect n ropes with minimum cost,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"18 Oct, 2025","Given an arrayarr[]of rope lengths, connect all ropes into a single rope with theminimumtotal cost. The cost to connect two ropes is thesumof their lengths.","Input:arr[] = [4, 3, 2, 6]Output:29Explanation:Minimum cost to connect all ropes into a single rope isConnect ropes 2 and 3 - [4, 5, 6], cost = 5Connect ropes 4 and 5 - [9, 6], cost = 9Connect ropes 9 and 6 - [15], cost = 15Total cost = 5 + 9 + 15 = 29Input:arr[] = [10]Output:0",20,#include<iostream>#include<vector>#include<algorithm>usingnamespacestd;intminCost(vector<int>&arr){inttotalCost=0;// Continue until only one rope remainswhile(arr.size()>1){// Sort ropes to get the tw,"Given an arrayarr[]of rope lengths, connect all ropes into a single rope with theminimumtotal cost. The cost to connect two ropes is thesumof their lengths.  Input:arr[] = [4, 3, 2, 6]Output:29Explanation:Minimum cost to connect all ropes into a single rope isConnect ropes 2 and 3 - [4, 5, 6], cost = 5Connect ropes 4 and 5 - [9, 6], cost = 9Connect ropes 9 and 6 - [15], cost = 15Total cost = 5 + 9 + 15 = 29Input:arr[] = [10]Output:0  Input:arr[] = [4, 3, 2, 6]Output:29Explanation:Minimum cost to connect all ropes into a single rope isConnect ropes 2 and 3 - [4, 5, 6], cost = 5Connect ropes 4 and 5 - [9, 6], cost = 9Connect ropes 9 and 6 - [15], cost = 15Total cost = 5 + 9 + 15 = 29  Input:arr[] = [10]Output:0  Table of Content  [Naive Approach] Greedy with Repeated Sorting - O(n^2*log(n)) Time and O(n) Space  [Expected Approach] Greedy with Heap - O(n*log(n)) Time and O(n) Space  [Naive Approach] Greedy with Repeated Sorting - O(n2*log(n)) Time and O(n) Space  The idea is to always con",False
92,Largest Number by One Swap,Dynamic Programming & Greedy,Unknown,GeeksforGeeks,"23 Aug, 2025","Given a numeric strings, find the lexicographically largest string by swapping at most one pair of characters.","Input:s = ""768""Output:867Explanation:Swapping the 1st and 3rd characters (7 and 8 respectively), gives the lexicographically largest string.Input:s = ""333""Output:333Explanation:Performing any swaps gives the same result i.e 333.",20,"#include<iostream>#include<string>usingnamespacestd;stringlargestSwap(string&s){stringans=s;// try swapping every pairfor(inti=0;i<s.size();i++){for(intj=i+1;j<s.size();j++){swap(s[i],s[j]);ans=max(an","Given a numeric strings, find the lexicographically largest string by swapping at most one pair of characters.  Note:Leading zeros are not allowed.  Input:s = ""768""Output:867Explanation:Swapping the 1st and 3rd characters (7 and 8 respectively), gives the lexicographically largest string.Input:s = ""333""Output:333Explanation:Performing any swaps gives the same result i.e 333.  Input:s = ""768""Output:867Explanation:Swapping the 1st and 3rd characters (7 and 8 respectively), gives the lexicographically largest string.  Input:s = ""333""Output:333Explanation:Performing any swaps gives the same result i.e 333.  Table of Content  [Naive Approach] Tries all possible swaps - O(n^3) Time and O(1) Space  [Expected Approach] Greedy Rightmost Maximum Swap - O(n) Time and O(1) Space  [Naive Approach] Tries all possible swaps - O(n^3) Time and O(1) Space  The idea is to try all possible single swaps of two digits and keeps track of the maximum number found.  The idea is to try all possible single swaps",False
93,Count set bits in an integer,Bit Manipulations,Unknown,GeeksforGeeks,"01 Oct, 2025",Given a positive number n count the set bit .Examples :,Input :n = 6Output :2Binary representation of 6 is 110 and has 2 set bitsInput :n = 13Output :3Binary representation of 13 is 1101 and has 3 set bits,88,#include<bits/stdc++.h>usingnamespacestd;/* Function to get no of set bits in binaryrepresentation of positive integer n */unsignedintcountSetBits(unsignedintn){unsignedintcount=0;while(n){count+=n&1;,"Given a positive number n count the set bit .Examples :  Input :n = 6Output :2Binary representation of 6 is 110 and has 2 set bitsInput :n = 13Output :3Binary representation of 13 is 1101 and has 3 set bits  Input :n = 6Output :2Binary representation of 6 is 110 and has 2 set bits  Input :n = 13Output :3Binary representation of 13 is 1101 and has 3 set bits  Table of Content  [Naive Approach] - One by One Counting  [Expected Approach 1] - Brian Kernighan's Algorithm  [Expected Approach 2] - Using Lookup table  [Expected Approach 3] - Mapping Nibbles  Using power of 2 (efficient method to find for large value also)  Using Library or Quick Syntax  [Naive Approach] - One by One Counting  This approach counts the set bits by checking each bit from right to left. It uses n & 1 to check if the least significant bit is 1, increments the count if so, then right-shifts the number to check the next bit. This repeats until n becomes 0, returning the total number of set bits.  Time Complexity:O(lo",False
94,Find the Missing Number,Bit Manipulations,Unknown,GeeksforGeeks,"19 Apr, 2025","Given an arrayarr[]of sizen-1withdistinctintegers in the range of[1, n].This array represents a permutation of the integers from 1 to n with one element missing. Find the missing element in the array.","Input:arr[] = [8, 2, 4, 5, 3, 7, 1]Output:6Explanation:All the numbers from 1 to 8 are present except 6.Input:arr[] = [1, 2, 3, 5]Output:4Explanation:Here the size of the array is 4, so the range will be [1, 5]. The missing number between 1 to 5 is 4",40,#include<iostream>#include<vector>usingnamespacestd;intmissingNum(vector<int>&arr){intn=arr.size()+1;// Iterate from 1 to n and check// if the current number is presentfor(inti=1;i<=n;i++){boolfound=f,"Given an arrayarr[]of sizen-1withdistinctintegers in the range of[1, n].This array represents a permutation of the integers from 1 to n with one element missing. Find the missing element in the array.  Input:arr[] = [8, 2, 4, 5, 3, 7, 1]Output:6Explanation:All the numbers from 1 to 8 are present except 6.Input:arr[] = [1, 2, 3, 5]Output:4Explanation:Here the size of the array is 4, so the range will be [1, 5]. The missing number between 1 to 5 is 4  Input:arr[] = [8, 2, 4, 5, 3, 7, 1]Output:6Explanation:All the numbers from 1 to 8 are present except 6.  Input:arr[] = [1, 2, 3, 5]Output:4Explanation:Here the size of the array is 4, so the range will be [1, 5]. The missing number between 1 to 5 is 4  Table of Content  [Naive Approach] Linear Search for Missing Number - O(n^2) Time and O(1) Space  [Better Approach] Using Hashing - O(n) Time and O(n) Space  [Expected Approach 1] Using Sum of n terms Formula - O(n) Time and O(1) Space  [Expected Approach 2] Using XOR Operation - O(n) Time a",False
